Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;26/10/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Lithuania;LTU;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192366;120078;51036;59082;90051;45518;68094;74612;80984;152832;151896;159561;164685;141798;156772;190890;185768;176113.6;153041.99;141836.61;70551.96;95081.88;153902.8;89594.17;111337.74;93519.07;78763.68;106434.56;95471.76;101290.2;
Luxembourg;LUX;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latvia;LVA;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157388;142313;138665;149719;143024;106027;102756;125857;136728;128639;117983;115180;125936;151160;140954;156005;158518;163730.2;165367.8;154855.5;94978.54;116672.21;120222.28;82202.85;115066.09;70219.54;73973.66;71993.64;65706.45;62559.51;
Macao SAR; China;MAC;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Martin (French part);MAF;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Total fisheries production (metric tons);ER.FSH.PROD.MT;167700;176681;171949;180535;208582;225486;318584;273366;231491;233719;258205;234819;275077;399728;288734;230525;288995;265437;298157.1;290446.7;335425.6;395731;369537;459373;472826.1;478315.4;600561;499328.2;556448.4;527107.6;575362.3;604051;559470.1;632816.4;761150.2;858883.8;649713;793718.6;716198.1;749002.25;916713.2;1107504.9;971209.6;931316.6;932998.7;1041467;892911.6;893481.5;1006746.7;1176093.5;1144394.23;974656.99;1178164.88;1276496.7;1376286.05;1385067.61;1473464.52;1403400.81;1387814.9;1477511.76;1399150.69;1434205.43;
Monaco;MCO;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;MDA;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3059;2365;1330;1529;1093;1228;1148;824;1735;1737;2373;3466;5735;6356;6851;7526;7836;8226;8844;9050;9130;9130;11130;11296.05;12141.4;12213;12660;12730;12650;12905;
Madagascar;MDG;Total fisheries production (metric tons);ER.FSH.PROD.MT;29500;30500;32000;37400;46000;45300;56000;59100;64700;50063;53901;56745;57733;65916;71399;61983;60943;62471;61089;60525;57461;58061;59605;63644;67618;69309;84428;92594;101340;98039;103880;99381;107471;117049;120615;121339;120506;125929;119708;124249;128947;132864;140538;140937;145519;143944;151227;163521;135750;141819;140524;137614;128062.76;117146.02;111261.26;137445.61;168330.93;189946.38;142356.72;127882.67;124703.29;130333.1;
Maldives;MDV;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Middle East & North Africa;MEA;Total fisheries production (metric tons);ER.FSH.PROD.MT;472068;501475;526575;536026;590603;589026;694803;637425;609060;617133;669851;680227;749758;920861;933022;903757;981799;951178;951897.9;992379.8;1023493.1;1043939.08;1092548.64;1214932.24;1260833.88;1357043.99;1525108.55;1575664.05;1763705.65;1707817.32;1767427.06;1820059.55;1854591.81;1966156.32;2170522.47;2358998.68;2163856.21;2375460.51;2391624.7;2550593.48;2819765.93;3132787.99;3040429.97;3155717.72;3229671.97;3415872.61;3466123.94;3428657.22;3522101;3794791.09;3974906.97;3900881.35;4381865.75;4605932.3;4804441.91;4870607.32;5289761.97;5472649.69;5941461.16;6159485.83;6228073.54;6418306.69;
Mexico;MEX;Total fisheries production (metric tons);ER.FSH.PROD.MT;196513;224915;220300;245600;250100;259700;291600;356700;366800;354400;385068;423585;458856;479714;443705;500013;541156;581249;831426;1025373;1285113;1640147;1435149;1076677.8;1138003.9;1256312.3;1357456.7;1465561.74;1394979.48;1520514.7;1447146.91;1453288.89;1246527.55;1192965.58;1262041.77;1406094.38;1531420.46;1572454.36;1234357.23;1287370.53;1403681.4;1521929.5;1554806.88;1470939.05;1393504.43;1458214.51;1522989.3;1615256.74;1746284.71;1776349.47;1654520;1708788.63;1724946.85;1737917.89;1723597.33;1691184.59;1745794.79;1880687.83;1946512.63;1832368.76;1790586.37;1875565.85;
Marshall Islands;MHL;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;150;150;160;160;200;200;220;320;400;395;380;300;329;488;388;375;2772;400;500;700;8261;36579;39857;38882;47884;57566;43957;61212;35026;46382.4;59800.53;93318.45;77090;80643;78727.61;89718.2;65229;70318;78365.47;101650.88;88212.27;95932.84;
Middle income;MIC;Total fisheries production (metric tons);ER.FSH.PROD.MT;13580807.01;15663829;17935589;18460558;21853373;20812598;23007096.01;25199809;26805618;25955480;29265152;28405588;23830957;22407546;24645353;23972175;25149508;25297969.99;27156015.91;27230247.81;26951703.1;27820719.08;29548538.64;28883437.08;32275771.01;35076711.12;38961417.81;40497415.06;44608970.23;46233552.43;47234259.04;50118233.83;62082686.34;67692706.48;75653682.99;79634585.37;85214756.38;85230561.76;84109263.61;92016594.6;96818524.67;96312576;99662987.71;100460866;108193321.49;112155040.8;114244844.06;118101067.71;122325474.59;125981531.96;128812747.02;136347321.13;140470233.71;148811869.93;152731816.48;158710309.12;162232101.72;167090604.5;173222737.81;173913975.92;175347046.19;179719432.15;
North Macedonia;MKD;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1094;916;940;1037;604;668;783;1305;1425;915;911;1026;1172;1114;735;1218;1453;1762;1727;1636;1555;1674;1496;1341;1108;1595.4;1499.3;2355;2106.79;3683;
Mali;MLI;Total fisheries production (metric tons);ER.FSH.PROD.MT;80000;80000;90000;90000;90000;90000;110000;100000;106000;108000;110000;90000;80000;85000;75000;75000;75000;75000;75000;83586;88228;75564;73451;61289;54711;54184;61012;55713;55875;71838;70548;68780;68507;64352;62950;133000;111970;99610;98060;98616;109900;100500;101008;101008;101008;101008;101000;100640;100821;101355;102083;110217;72216;101558.25;81953;94880;106680;110135;95713;116347;125376;115584;
Malta;MLT;Total fisheries production (metric tons);ER.FSH.PROD.MT;1219;1325;1322;1634;1420;1228;1312;1414;1228;1135;1212;1247;1247;1644;1546;1529;1571;1483;1079;1322;1078;942;1216;999;1226;2585;1168;1052;896;941;799;973;1079;1495;3269;5540;10751;2840;3130;3249;2820;2137;2201;2025;2006;2142;8497;9824;8122;7260;8717;4874.72;9640.13;11432.77;11011.3;13363.39;17218.19;17884.32;22023.22;16315.55;21932.76;18936.13;
Myanmar;MMR;Total fisheries production (metric tons);ER.FSH.PROD.MT;360080;360110;360140;360180;360230;360290;360350;381130;396620;414520;432400;442700;453300;463400;433840;485140;501560;518700;539690;564070;580010;594540;584410;587550;613691;648804;686523;685864;704547;733763;743818;735494;757498;791378;810825;823410;673788;863540;912618;1011124;1192112;1309146;1474460;1595870;1986960;2217470;2398440;2512410;2582074;2671896.4;2813941;2795076.4;2850600;2849781;2934805.83;2970100.03;3090034.28;3204303.26;3168575.06;3033272.79;3122348;2594956.87;
Middle East & North Africa (excluding high income);MNA;Total fisheries production (metric tons);ER.FSH.PROD.MT;355378;377196;388568;395210;450171;438325;532065;470574;438805;451418;477023;456541;500180;647139;620233;570463;652057;642247;663772.9;733672.8;788076.1;823275.08;859521.64;958297.24;1000339.88;1089847.99;1259917.55;1258550.05;1412698.65;1400398.32;1467270.06;1529456.55;1559588.81;1665617.32;1843723.47;2015834.68;1824133.21;2038599.51;2063176.7;2221265.48;2483844.93;2772155.99;2682814.97;2795951.72;2848264.57;3036479.61;3063613.94;3025434.82;3136394.79;3399593.84;3583349.78;3539012.21;3967036.5;4186724.93;4365397.31;4381254.13;4756428.81;4861596.02;5122677.04;5301545.14;5141326.64;5176494.74;
Montenegro;MNE;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1878.8;1492;2294;2226.2;2085.4;2357.6;2201.6;2391.5;2415.4;2299.8;2524;2101.7;2389.8;2350;1701.45;1666;
Mongolia;MNG;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Northern Mariana Islands;MNP;Total fisheries production (metric tons);ER.FSH.PROD.MT;100;150;150;150;150;200;200;200;200;200;150;150;150;150;150;150;150;150;150;145;143;143;98;245;345;241;311;218;227;258;175;133;153;147;178;193;249;264;255;192;336;406;296;172;169;214;227;230;184;213;153.24;122.99;132.53;189.12;188.14;145.17;140.84;160.58;156.29;139.27;143.37;230.21;
Mozambique;MOZ;Total fisheries production (metric tons);ER.FSH.PROD.MT;13400;12800;12800;13500;13900;16200;17300;17000;17700;19000;20100;22900;22900;26300;28660;25490;27900;26950;25940;28630;33850;40630;38180;40940;34947;36326;42683;39805;35453;30187;31197;29351;24402;23325;23778;27411;38230;41709;35453;38026;41530;36556;40432;93543;91954;85778;95080;94151;123047;151500;163419;196076.29;211299.71;222822;254202.54;287848.91;300932.24;331396.15;352079.64;403580.35;398114.42;376763.2;
Mauritania;MRT;Total fisheries production (metric tons);ER.FSH.PROD.MT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mauritius;MUS;Total fisheries production (metric tons);ER.FSH.PROD.MT;2500;2500;2800;2800;2800;3000;3000;3000;3300;4000;5400;5200;6600;6400;7679;7038;6660;7668;7113;6540;6364;7157;9810;9458;10388;12229;12899;17351;17190;16980;14176;18662;18961;20689;18287;16571;12034;14143;12176;12290;9702;11045;10762;11001;10321;10255;9124;8500;7116;8293.4;7933.5;7843.3;6864;8310.16;15434.47;16575.19;19236.69;26240.36;31411.08;37487.49;29287.69;32955.22;
Malawi;MWI;Total fisheries production (metric tons);ER.FSH.PROD.MT;13600;14300;19500;21700;21200;33900;32500;29300;32900;38200;47000;60000;70000;69300;70277;70992;74900;68200;67800;60002;65764;51401;58429;67006;65068;62072;72858;88596;78817;70771;74100;63729;69484;68206;58804;53890;63809;56571;41340;45982;50530;41187;41971;54209;57196;60407;74287;68000;71719;70945;100929;85248;128624;115953;120870.56;146617;160498.39;211671.8;230863;163184;180508.22;180508;
Malaysia;MYS;Total fisheries production (metric tons);ER.FSH.PROD.MT;155641;168011;189845;220141;213602;230008;273509;344311;383208;349602;341748;368506;359450;444767;525366;474267;516339;622301;688729;699496;740265;808984;732408;795251;802801.4;797307.4;822770.3;911067.57;876258.18;943787.09;1008997.2;979921.79;1105678.76;1154285.14;1182006.49;1249207;1243317;1284326;1290583;1422903;1461295;1415881;1463643;1483281;1541989;1434098;1518694;1658042;1756909;1874005.3;2018698.92;1909573.35;2116237.11;2023321.8;1989740.47;2003019.18;1992258.1;1901885.53;1855008.87;1877376.18;1791061.76;1754208.98;
North America;NAC;Total fisheries production (metric tons);ER.FSH.PROD.MT;3750086;3991421;4131311;3990906;3857151;4025271;3915175;3735380;4037948;3960762;4359068;4368469;4120880;4147777;4098862;4097641;4406609;4483794;5044633;5172817;5248591;5379649.08;5644850.04;5796785.11;6360477.24;6526224.52;6797538;7709474;7756354.96;7542990.33;7662880.44;7156118.16;7064654.38;7239771.74;7156483.56;6568206;6461023;6677143;6413417;6602178;6405713;6716888;6775276;6854483;6958612;6776223;6701970;6523885;5998803;5859796;6031748;6641777.33;6520840.23;6547667.36;6388206.53;6477588;6381462.93;6513524.29;6315824.54;6295184.83;5626942.01;5677001.25;
Namibia;NAM;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;5000;5000;5000;5000;6500;6500;6500;6500;6550;7050;7850;8750;9050;9750;10250;10850;11650;12100;12900;13700;14923;32437;33395;21225;268292;209025;656404;790615;649440;570699;518831;514129;608790;580810;590744;548847;626156;638349;571391;554187;509858.5;413693.5;373427.6;379512.6;382624.64;414460.12;470075.28;486174.16;444528.94;510483.73;516182.3;501928.91;490536.69;467429.12;329990.85;411170.46;
New Caledonia;NCL;Total fisheries production (metric tons);ER.FSH.PROD.MT;400;400;800;1200;1000;1000;900;500;500;500;500;500;500;800;868;973;883;3042;2963;2629;3349;2448;3384;2974;3721;3445;4518;5331;4180;3619;5558;5063;4284;3621;4239;3833;4256.4;3714.7;4852.3;5100.1;5247.4;5392;5375.9;5336.5;6143;6000;5698;5627.7;6025;5785;5250;5557.48;5548.55;5503;5904;5910;5473.25;5152.5;4746.07;5229.12;4804.48;4715.48;
Niger;NER;Total fisheries production (metric tons);ER.FSH.PROD.MT;3400;4200;6000;9000;6300;5000;5000;3700;4300;3000;2400;5400;16400;16200;15050;9142;4715;7372;8783;8934;8892;8208;6840;3251;3000;2000;2345;2283;2499;4741;3354;3145;2464;2172;2533;3651;4167;6341;7025;11014;16265;20821;23600;55900;51506;50058;29875;29768;30000;29954;40070;53258;46600;45200;47329;27300;34892;25545;31392;40409.65;46649;47672;
Nigeria;NGA;Total fisheries production (metric tons);ER.FSH.PROD.MT;58510;55010;65230;66250;85470;97280;110100;119420;120130;115850;155899;245296;246394;250593;257336;256500;260585;262178;264068;268753;261293;260132;269715;272312;263933;245353;271573;260808;279514;300449;316328;267705;318415;255499;281232;366101;357484;412220;483482;477365;467095;476544;511719;505839;509201;579537;636901;615507;744575;751006;817516;856614;922652;1000061;1073059;1027058;1041498;1212474.97;1169478;1114556.25;1044812.42;1080855;
Nicaragua;NIC;Total fisheries production (metric tons);ER.FSH.PROD.MT;4000;4000;4000;5000;5000;5600;7000;8000;8700;9500;9800;9400;11200;13900;8689;10778;10513;13914;15900;9121;6996;5944;5000;4565;4356;4191;2501;5031;4728;4656;3162;5783;6743;8212;11721;11989;16224;17423;19974;24042;27954;25783;25647;22659;27548;38222;43418;38849;47390;56796;57950;49293;58134.99;67385.91;84930;66070;66204.99;75881;84027.39;80833.29;72955.54;86280.43;
Netherlands;NLD;Total fisheries production (metric tons);ER.FSH.PROD.MT;303400;346100;321200;361000;388100;377200;353000;314500;323300;323200;300800;321200;348300;343736;325861;350558;284999;313094;324486;323773;340512;479772;544867;561989;496061;554911;502877;511773;476409;530228;507239;458814;487076;532882;529431;522031;510669;550010;656719;623371;571005;575205;518465;592821;600234;626976;558632;544433;487286.7;442682.6;501459.1;413983.97;393488.4;374057;434451;447270;432434;552368;465199;366711.8;347116.11;340131;
Norway;NOR;Total fisheries production (metric tons);ER.FSH.PROD.MT;1388142;1527010;1321310;1387812;1607991;2308843;2867099;3250881;2804413;2490990;2983097;3103016;3204960;3016131;2671073;2555454;3420397;3546340;2715019;2768418;2535773;2700340;2650209;2972432;2601762;2252236;2073607;2122605;2010322;2087169;1950525;2363389;2751218;2749236;2769670;2986759;3143134;3422357;3451742;3282008;3383120;3372900;3474416;3286434;3309501;3208377;3114154;3356219;3432254.25;3655340.26;3858272.01;3586469.85;3603765.65;3489261.66;3782861.14;3833095.16;3527509.72;3867391.27;4020185.1;3931628.23;4115779.83;4220624.48;
Nepal;NPL;Total fisheries production (metric tons);ER.FSH.PROD.MT;1300;1500;1500;1500;1600;1600;1603;1809;1818;1926;1900;2100;2200;2200;2200;2500;2800;3000;3300;3500;3654;3868;4400;4700;4860;9076;9443;10716;12100;12522;14546;15595;16540;16950;17003;21148;21879;23207;24866;25780;31723;33270;35000;36568;39947;42463;45425;46779;48750;48230;49730;52450;56000;57520;64900;69500;70543;77157.1;86864;92252;97822;121854;
Nauru;NRU;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;100;100;100;100;100;100;100;100;100;100;100;100;120;120;120;130;130;140;140;140;140;150;150;150;170;170;180;180;190;377;500;500;480;460;440;420;400;380;360.4;342;342;300;330;370.8;420;475;530;589;255;229;263.1;270.3;270.3;270.3;270.3;9155.5;33525.3;92388.5;120409.5;
New Zealand;NZL;Total fisheries production (metric tons);ER.FSH.PROD.MT;52289;51134;49815;50046;44557;49007;56418;60971;59651;50543;60203;66800;59068;66884;70040;65076;71637;79229;99727;120169;157585;170302;175682;205347;218943;214819;225147;260335;304555;343092;380303;435024;521751;485518;503846;627114;500241;725767;741836.1;691838;639099;645860;675232;635570;638292;650762.01;584322.01;606600.01;564892.33;544720.4;547185.37;547603.99;542091.24;541190.29;552245.57;525087.6;533957.16;547673.14;512559.8;527209.86;483546.03;459936.81;
OECD members;OED;Total fisheries production (metric tons);ER.FSH.PROD.MT;18929324;20297290;20990587;21348161.1;22118530.1;23670319.4;25222472.8;26226829;27521886;26498172;28420347;29672259;29704777;30650281;31553263;30949580;33111222;33307657;34125567.1;34887988.7;36125856.9;38119709.16;37976962.26;39183138.22;41696278.43;41604112.37;43726251.18;43531102.29;44520874.72;44358887.76;41404286.55;40339669.96;42145138.42;41188361.08;42795837.34;42392642.8;41421488.67;41488934.38;36646148.16;38203370.04;37015122.69;37119049.8;36956899.77;35791259.29;36749938.68;35786330.46;35470711.36;35391654.05;34430773.6;34050698.89;33192383.49;33663879.61;32921635.44;32194178.73;33095009.76;32718010.37;31258724.71;33586446.23;33621277.08;33001233.97;31907352.56;32097941.32;
Oman;OMN;Total fisheries production (metric tons);ER.FSH.PROD.MT;55000;55000;60000;60000;60000;65000;70000;70000;70000;70000;92000;114000;136000;158000;180000;198850;197984;175000;152000;129000;106000;83650;89376;108766;105200;101180;96353;136140;165676;119224;119783;116454;109218;105772;118572;139861;121618;118995;106184;108809;120421;129907;142669;138833;165531.4;157544;147782;151840;152031;158669.4;164054;158723;191731;206522;211319.4;257192;279691;347616.25;555009.45;580240;794725.95;923786.32;
Other small states;OSS;Total fisheries production (metric tons);ER.FSH.PROD.MT;653304;758089;873257;824828;1017043;1249317;1299007;956279;663196;752953;801903;752275;796455;988230;1018085;1068456;1085164;1474733;1661137;1741593;1608103;1543694;890298;943058.77;1646583;1795775;1769929.39;1771074;1896098;1640847;1890686.04;1380077.1;2484090;2793211;2475071;2467823;2870144;3047125;2620434;2673681;2947369;2909107;3224794;3015290;2753521;2679621;2248645.3;2180973.5;2027408.6;1898490.9;1827547.95;1908041.35;2262941.34;2217411.02;1917136.65;2270411.6;2069517.08;2205922.83;2304528.56;2082426.79;1905879.26;2020251.99;
Pakistan;PAK;Total fisheries production (metric tons);ER.FSH.PROD.MT;77217;75496;74927;85593;98668;108758;141842;140465;145167;161016;166824;165211;196062;206084;176582;181517;188332;239108;252416;258588;238097;272795;284530;332734;362161;393161;403143;416269;434924;437064;463828;504433;533245;601034;533857;523739;532339;590107;597457;663531;611228;598436;601640;572413;571482;530614.97;628299;583387;605763;597157;595615;599673.99;622806;632766.01;628504;660652.99;672786.02;694394.99;663893.01;649247;655245;660586;
Panama;PAN;Total fisheries production (metric tons);ER.FSH.PROD.MT;11000;11500;15300;14100;25900;39700;73100;72300;71900;36800;58890;78750;70156;114959;88762;116934;185339;239751;140097;166331;216811;144798;120016;167593;135014;293351;148191;166386;122861;185778;133738;168163;176720;190190;191900;209383;155686;170050;210689;124372;229375;279896;259940;236342;222422;272281;272370;231544;239002;245980.38;188676.53;178610.79;187430.66;208410.43;169602.95;154582.22;158889.26;157309.96;184481.2;240024.91;198356.34;183773.64;
Peru;PER;Total fisheries production (metric tons);ER.FSH.PROD.MT;3502700;5216500;6884300;6822000;9037700;7385400;8712500;10057700;10444405;9147515;12484240;10507154;4678399;2295861;4126080;3415487;4343785;2503892;3443705;3653017;2709923;2718481;3515081;1570508;3320188;4138458;5616763;4587842;6642111;6854349;6874400;6905099;7508289;9009882;12005290;8943526;9523079;7877802;4353248;8437389;10665173;7999263;8782897;6107545;9634059;9419469;7049318;7260861;7451437;6977772;4394996;8347157.35;4925052.85;6002185.89;3714324.42;4934836.46;3928938.15;4285651.36;7349861.86;5014100.01;5820795.2;6726988.61;
Philippines;PHL;Total fisheries production (metric tons);ER.FSH.PROD.MT;498365;499123;529681;591478;646376;715572;760840;804352;985764;964447;1103203;1123675;1228537;1314391;1400319;1470726;1378731;1505870;1590167;1607135;1715211;1777203;1903187;2135793.4;2080607;2064326.7;2097164.5;2228233.4;2279701.4;2393133.4;2522319;2618883;2659598;2656487;2742710;2829131;2825515;2820119;2867336;2943418;3020919;3182008;3383487;3632712;3952056;4189329;4433654.49;4735293;4958398.1;4991228.44;5048839;4828900;4748535.32;4575228.58;4586796.27;4502146;4227937.75;4126941.23;4125796.45;4188402.04;4237685.79;4114594.42;
Palau;PLW;Total fisheries production (metric tons);ER.FSH.PROD.MT;500;500;600;600;1866;3370;3386;4106;5756;5462;8882;2943;2319;3150;7608;7069;6136;4883;10602;6699;7516;10276;5053;1041;1037;1204;1132;1187;1268;1350;1077;1094;1501;1238.64;1088;1417.09;1070.45;913;952;961;1273;1086;1031;1051;1084;1435.9;972;1159.82;1188.2;1075.88;992.11;1023.78;940.91;906.9;893.33;874.19;841.8;3475.7;3910.31;4714.12;798;804.2;
Papua New Guinea;PNG;Total fisheries production (metric tons);ER.FSH.PROD.MT;12200;12200;13100;15200;15200;15800;15300;15400;15800;16500;15628;30668;27271;45600;50027;34774;50671;27555;52224;34488;44620;46509;17589;15387;17663;25921;25815;26072;26526;26098;26562;26101;26541;25951.69;26466.31;39444.66;38047.45;46505.43;78702.55;56031.37;110318.38;125473.88;141886.41;177624.56;243430.37;255064.49;254239.7;248731.15;223949.51;232031.72;228049.95;201747.33;260646.93;245726.04;261866.04;240658.77;327923.47;334087.57;339529.53;292974.94;223899.47;194786.47;
Poland;POL;Total fisheries production (metric tons);ER.FSH.PROD.MT;184011;185522;180516;226737;264941;297457;334722;338142;406746;407847;469461;517614;544218;578938;679148;801041;751063;663589;581025;599281;640419;623088;609281;740833;720369;678297;645085;672120;653977;565391;474692;458127;511975;414015;462532;454483;370493;377593;271801;269435;253477;260524;256149;215835;227239;193167;181346;187448;179309;260396;220473;227345;230646;249378.13;231707.69;242399;256408;265195.77;266065.34;256162;254090.3;246171.5;
Pre-demographic dividend;PRE;Total fisheries production (metric tons);ER.FSH.PROD.MT;1021290;1030020;1116790;1131930;1344700;1312679;1451270;1488756;1597023;1765349;1835505;1882280;2221783;2195880;2138449;1942700;1887382;2013501;1961893;1949829;1936918;1934957;1950390;2026222;2112507;2108929;2245315;2353578;2451596.31;2543187.03;2722783.2;2539128.75;2710066.31;2663442.36;2627690.08;2890971.74;2928196.15;3053482.83;3061584.37;3162324.95;3369588.91;3393072.56;3416969.83;3576246.25;3732025.25;3833372.5;3887202.5;4137110;4269432.5;4405313.05;4603865.39;4883320.42;5120331.9;5323789.02;5517183.07;5544052.63;5646484.53;6238428.76;6097472.23;6384575.8;6157768.78;6522892.81;
Puerto Rico;PRI;Total fisheries production (metric tons);ER.FSH.PROD.MT;3100;3100;3300;3300;2900;2800;2500;2500;2200;2200;2100;2200;2100;2000;2000;2275;2663;2881;3197;3597;2557;1784;2202;2655;2354;1496;1327;1288;1697;1977;2062;2357;2330;2322;2726;3817;3101;3685;3949;3937;5608;5457;3699;4095;3799;3912;3112;2389.3;2485;2363;1197.03;1510.1;1901.76;1932.31;1830.39;1845.85;1871.46;1575.66;1660.93;1535.3;1597.69;1598;
Korea; Dem. People's Rep.;PRK;Total fisheries production (metric tons);ER.FSH.PROD.MT;304426;347387;354556;374129;372410;399143;429841;461690;489218;501844;456743;516133;573263;597457;693138;737608;822889;838564;1204006;1211961;1200299;1450354;1527917;1288383;1446800;1484900;1628100;2034000;1822000;1967000;1378000;1327000;1463000;1527398;1189000;1065400;1035600;725783;709500;701500;680550;714595;713095;713095;713105;713175;713180;713250;713550;715660;727285;728800;724110;720675;793545;787750;828750;833760;886760;884760;882300;888630
Portugal;PRT;Total fisheries production (metric tons);ER.FSH.PROD.MT;489781;517403;533385;558368;601929;566143;522866;583161;527572;480362;477628;453740;458419;492306;442645;387966;352766;313971;259874;251249;276121;269469;259938;255798;311486;327919;413184;397710;353693;340030;337660;337132;306884;301751;276668;272795;270798;234992;236328;218875;199657;202673;211706;220850;229256;227778;237731;264099;231798;205893.1;231770.58;225324.39;209055.79;206625.57;195002.95;199662.9;196332.25;195123.72;192261.18;198739.85;180530.97;199046.02;
Paraguay;PRY;Total fisheries production (metric tons);ER.FSH.PROD.MT;600;600;600;700;700;700;700;800;1000;1400;1800;2200;2500;2700;2700;2800;2900;3000;3100;3200;3300;3350;3400;3500;5000;7500;13000;10022;10054;11051;12551;13050;18000;19075;20100;21190;22350;28350;28095;28095;28103;25570;25200;24700;24700;23920;23250;22550;21850;21200;20757.42;21929.06;22400;23450;24500;25481;25500;27825.25;28646.55;29690.46;31075;31710;
West Bank and Gaza;PSE;Total fisheries production (metric tons);ER.FSH.PROD.MT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1229;2493;3791;3625;3650;2623;1950;2379;1507;2951;1824;2340;2739;2908;1640;1979;1507;2360;2214;3038;3483;3586;3708;3950;4573;5261.9;5347.7;
Pacific island small states;PSS;Total fisheries production (metric tons);ER.FSH.PROD.MT;15200;15400;17500;18000;19766;21870;25686;26706;28656;28362;35182;34554;38524;38574;47395;44926;54382;52720;66590;81755;84796;92207;86886;105227.59;106926.74;113006;151559.79;152779.72;148599.07;155020.09;162552.13;195961.15;177476.82;171817.7;187885.3;207565.5;191082.9;224093.49;243775.2;296529.62;232936.34;224950.76;234672.55;316285.02;431722.66;452596.34;427559.06;434371.3;360140.85;368908.62;356178.6;378543.71;405607.78;394434.18;471971.22;532545.8;515294.3;488724.17;600665.45;748391.76;746130.04;767526.45;
